id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;district;max_floor
313;;59.52;3;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
314;;44.98;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
315;;63.06;3;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
316;;57.91;2;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Rembertów;2
317;;73.76;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Wilanów;4
318;1300000;100.64;3;1;870;balkon;;2003;do zamieszkania;Praga-Południe;4
319;625000;37.2;1;0;;;;1962;do remontu;Praga-Południe;3
320;684000;27.0;2;11;520;balkon;garaż/miejsce parkingowe;1972;do zamieszkania;Wola;15
321;1079537;75.02;3;3;;balkon;garaż/miejsce parkingowe;;do zamieszkania;Praga-Południe;4
322;788000;44.0;3;3;;;garaż/miejsce parkingowe;1930;do zamieszkania;Ochota;5
323;499990;30.0;1;3;500;balkon;garaż/miejsce parkingowe;1975;do zamieszkania;Targówek;10
324;877200;48.73;2;0;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
325;608013;31.17;1;2;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
326;911500;80.66;4;1;;ogródek;garaż/miejsce parkingowe;2024;do wykończenia;Wawer;2
327;608013;32.17;1;0;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
328;634400;34.4;2;3;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Praga-Południe;8
329;2995000;103.5;4;3;;balkon;;2024;do zamieszkania;Wola;8
330;1291000;53.8;3;3;577;;;1938;do zamieszkania;Żoliborz;3
331;960000;53.0;3;5;700;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Bemowo;5
332;917900;64.4;3;0;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
333;1200000;58.8;3;1;;;;1961;;Śródmieście;5
334;759000;50.0;2;0;670;ogródek;garaż/miejsce parkingowe;1992;do zamieszkania;Ursynów;3
335;1440000;64.0;3;0;1000;ogródek, taras;garaż/miejsce parkingowe;2014;do zamieszkania;Żoliborz;6
336;1562000;56.0;3;2;;;;;do zamieszkania;Śródmieście;5
337;599000;36.3;2;7;;balkon;;1978;;Mokotów;12
338;;43.73;2;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
339;890000;56.8;3;2;750;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Bemowo;3
340;1099000;59.56;3;11;650;balkon;garaż/miejsce parkingowe;;do zamieszkania;Mokotów;15
341;1250000;50.73;2;0;1000;ogródek, taras;garaż/miejsce parkingowe;2019;do zamieszkania;Ursynów;5
342;960000;58.0;3;2;900;balkon;;1975;do zamieszkania;Mokotów;10
343;;155.88;5;3;;taras;garaż/miejsce parkingowe;;do wykończenia;Ochota;4
344;1600000;67.64;3;2;1050;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Wola;6
345;;50.55;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
346;;52.6;2;1;;;garaż/miejsce parkingowe;;do wykończenia;Włochy;10
347;1545000;87.5;3;3;1450;taras;garaż/miejsce parkingowe;2010;do zamieszkania;Wilanów;4
348;1600000;59.42;3;;;;garaż/miejsce parkingowe;;do zamieszkania;Wola;
349;1000000;64.0;2;7;1269;;garaż/miejsce parkingowe;2001;do zamieszkania;Wola;9
350;2050000;85.0;3;0;900;balkon, ogródek, taras;garaż/miejsce parkingowe;2001;do zamieszkania;Wilanów;2
351;1690000;90.0;3;0;1200;balkon, ogródek, taras;garaż/miejsce parkingowe;2013;do zamieszkania;Wilanów;4
352;519900;18.2;1;4;495;ogródek;garaż/miejsce parkingowe;1980;do zamieszkania;Śródmieście;8
353;859000;72.59;3;2;;ogródek, balkon;garaż/miejsce parkingowe;;do wykończenia;Wesoła;2
354;770000;70.07;6;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Wawer;1
355;763000;38.17;2;6;450;balkon;;2024;do zamieszkania;Włochy;8
356;2074600;90.2;4;11;1000;;;2022;do wykończenia;Wola;24
357;899000;72.13;3;0;750;balkon;garaż/miejsce parkingowe;2023;do wykończenia;Targówek;4
358;636000;53.4;3;9;1000;balkon;garaż/miejsce parkingowe;1974;do remontu;Targówek;10
359;1199000;53.9;3;11;850;balkon;;1968;do zamieszkania;Wola;11
360;998000;56.4;4;4;1201;balkon;;1960;do remontu;Wola;10
361;527642;38.08;2;5;;;;2024;do wykończenia;Włochy;8
362;790000;120.0;6;0;;;;2023;do wykończenia;Wawer;1
363;649000;38.08;2;5;;;;2024;do wykończenia;Włochy;8
364;868000;58.0;3;2;695;balkon;;1963;do remontu;Bielany;3
365;754000;28.92;1;2;;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Wola;27
366;1099000;52.49;3;2;600;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Bemowo;6
367;1269000;53.23;2;1;;balkon;garaż/miejsce parkingowe;2014;do wykończenia;Żoliborz;6
368;760000;45.27;2;1;644;;;1951;do zamieszkania;Praga-Południe;3
369;1199000;53.9;3;11;800;balkon;;1968;do zamieszkania;Wola;11
370;790000;46.48;3;0;;;;1966;do zamieszkania;Ochota;4
371;960000;48.0;2;6;980;balkon;;1961;;Śródmieście;7
372;970000;48.5;3;11;550;;garaż/miejsce parkingowe;1978;do wykończenia;Wola;15
373;790000;27.0;1;11;200;;;;do zamieszkania;Śródmieście;17
374;1339000;54.7;3;0;;;;2023;do zamieszkania;Wola;6
375;850000;47.7;2;1;800;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Mokotów;4
376;2357535;111.42;5;9;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
377;845000;56.3;3;7;600;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Ursus;7
378;669000;47.8;3;;;ogródek;;;;Żoliborz;
379;1195000;51.4;2;0;764;ogródek, taras;garaż/miejsce parkingowe;2015;do zamieszkania;Mokotów;5
380;506340;28.13;1;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;7
381;2650000;139.14;4;0;1600;taras, balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Wilanów;4
382;3050000;117.7;4;2;1400;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Żoliborz;9
383;650000;27.5;1;1;500;balkon;;2016;do zamieszkania;Praga-Północ;8
384;848000;56.8;3;4;;;;1982;do zamieszkania;Mokotów;15
385;585500;47.0;2;0;650;;;2014;;Białołęka;4
386;770000;47.07;2;2;690;balkon;garaż/miejsce parkingowe;1956;do zamieszkania;Praga-Południe;4
387;2900000;97.0;3;3;;taras, balkon;garaż/miejsce parkingowe;2002;do zamieszkania;Śródmieście;8
388;700000;47.7;2;3;600;balkon;garaż/miejsce parkingowe;;do remontu;Wola;3
389;590000;38.5;2;3;429;balkon;;1963;;Wola;10
390;1950000;70.0;3;5;1000;balkon;;2006;do zamieszkania;Mokotów;7
391;958000;48.0;3;1;;;;1972;do wykończenia;Śródmieście;17
392;1999000;93.51;3;0;;balkon;garaż/miejsce parkingowe;;;Wilanów;3
393;1150000;47.14;2;3;;taras;garaż/miejsce parkingowe;2019;do zamieszkania;Wilanów;4
394;1949000;129.5;4;3;1;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;Wilanów;5
395;1130000;55.03;3;4;;;garaż/miejsce parkingowe;2011;do zamieszkania;Mokotów;4
396;2495000;120.86;4;1;1450;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;Wilanów;4
397;1900000;154.6;4;0;600;ogródek, taras;garaż/miejsce parkingowe;2002;do zamieszkania;Wilanów;2
398;1479000;89.13;3;1;;balkon;garaż/miejsce parkingowe;2011;do zamieszkania;Wilanów;4
399;1150000;56.0;3;1;1000;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Mokotów;2
400;693000;37.46;2;3;400;;garaż/miejsce parkingowe;;do zamieszkania;Mokotów;3
401;1149000;66.79;3;1;;balkon;;2010;do zamieszkania;Mokotów;3
402;649999;36.1;1;4;;balkon;garaż/miejsce parkingowe;2002;;Ochota;8
403;649000;38.6;1;4;;balkon;garaż/miejsce parkingowe;2002;do zamieszkania;Ochota;8
404;649000;36.2;1;6;;balkon;garaż/miejsce parkingowe;2002;;Ochota;8
405;713000;28.32;1;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;8
406;1999000;70.0;3;2;621;;;1953;do zamieszkania;Śródmieście;5
408;999000;54.25;2;1;1500;balkon;garaż/miejsce parkingowe;1955;do wykończenia;Ochota;3
409;929000;57.31;2;3;900;taras, balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Targówek;4
410;1131499;66.1;3;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
411;792000;48.0;2;5;840;balkon;;1959;do remontu;Mokotów;7
412;2800000;88.0;4;5;1000;taras;garaż/miejsce parkingowe;2021;do zamieszkania;Mokotów;6
413;1390000;61.0;3;;;taras;garaż/miejsce parkingowe;2017;;Wola;
414;1339000;54.7;3;0;;;;2023;do zamieszkania;Wola;6
415;575000;25.0;1;3;530;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Bielany;4
416;1600000;73.13;3;1;1500000;balkon;;2017;do zamieszkania;Wilanów;4
417;780570;66.16;4;1;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
418;835000;57.22;3;0;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Włochy;6
419;653000;40.13;2;1;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Włochy;6
420;990000;52.86;2;0;710;ogródek;garaż/miejsce parkingowe;2005;do zamieszkania;Ursynów;3
421;1306100;80.0;4;3;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
422;725000;48.36;3;4;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Włochy;5
423;;83.42;4;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Targówek;8
424;750000;42.0;2;8;620;balkon;;1971;;Żoliborz;10
425;499000;30.7;1;2;425;balkon;;2004;do zamieszkania;Białołęka;3
426;849000;61.2;4;5;770;balkon;garaż/miejsce parkingowe;1978;do zamieszkania;Praga-Południe;11
427;690000;50.37;2;1;550;balkon;garaż/miejsce parkingowe;1976;do zamieszkania;Bielany;10
428;870000;39.5;2;4;;balkon;garaż/miejsce parkingowe;2017;;Mokotów;6
429;960000;73.29;3;1;;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;Targówek;4
430;839900;70.0;3;4;1000;;;1995;do zamieszkania;Praga-Południe;4
431;649000;46.0;2;0;;balkon;;1964;;Praga-Południe;3
432;1000000;71.09;3;6;1000;balkon;garaż/miejsce parkingowe;1993;do wykończenia;Praga-Południe;10
433;690000;51.04;2;1;650;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Białołęka;2
434;2790000;111.08;3;;2500;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Mokotów;
435;749000;34.2;2;4;600;balkon;;1960;do zamieszkania;Śródmieście;4
436;849000;53.0;1;1;;;;2000;do zamieszkania;Śródmieście;7
437;1180000;64.5;3;3;780;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Włochy;3
438;995000;41.5;2;4;440;;garaż/miejsce parkingowe;1952;do zamieszkania;Mokotów;6
439;1307250;52.29;2;11;;;;2010;do zamieszkania;Śródmieście;22
440;1240000;69.01;3;;1000;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Bemowo;
441;3150000;140.77;5;3;1120;balkon;;1896;do zamieszkania;Praga-Północ;3
442;925000;68.8;3;7;850;balkon;;1979;do remontu;Ursynów;10
443;549999;34.5;2;2;430;;garaż/miejsce parkingowe;2023;do zamieszkania;Ursynów;3
444;999999;66.0;3;0;1200;balkon;garaż/miejsce parkingowe;1996;;Ursynów;4
445;;84.3;3;3;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
446;1950000;68.81;3;4;1200;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Wola;6
447;1490000;80.6;3;0;950;ogródek, taras;garaż/miejsce parkingowe;2008;do zamieszkania;Bemowo;8
448;1100000;50.22;2;5;700;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;Wola;6
449;1000000;34.21;2;5;970;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Mokotów;8
450;795000;48.2;3;0;600;;;;do zamieszkania;Wola;4
451;638166;29.14;2;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;5
452;435000;25.0;1;1;;;;;do zamieszkania;Włochy;4
453;1120000;63.5;3;2;900;balkon;garaż/miejsce parkingowe;1994;;Ursynów;4
454;2800000;88.0;4;5;1000;taras;garaż/miejsce parkingowe;2021;do zamieszkania;Mokotów;6
455;;59.52;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
456;2800000;109.5;3;5;1300;;garaż/miejsce parkingowe;1930;do zamieszkania;Śródmieście;6
457;530000;32.0;2;0;;ogródek;garaż/miejsce parkingowe;;do zamieszkania;Ursus;2
458;639000;37.1;2;3;615;;;1971;;Ochota;4
459;3600000;113.08;4;1;1400;;;;do remontu;Mokotów;3
460;4300000;136.2;3;2;;taras;;1996;;Praga-Południe;2
461;999999;44.37;2;3;;balkon;garaż/miejsce parkingowe;;do zamieszkania;Wola;6
462;2480000;113.0;3;6;;;;2010;do zamieszkania;Śródmieście;7
463;895000;42.0;2;1;680;balkon;garaż/miejsce parkingowe;2013;do zamieszkania;Bemowo;4
464;694926;53.46;3;1;560;balkon, taras;garaż/miejsce parkingowe;2013;do zamieszkania;Białołęka;2
465;1699000;126.7;4;1;;balkon;garaż/miejsce parkingowe;1985;;Ursynów;4
466;620000;28.5;2;6;560;;;1974;do zamieszkania;Praga-Południe;10
467;549000;24.0;1;1;340;;;1968;do zamieszkania;Mokotów;4
468;849000;71.74;3;0;;ogródek;garaż/miejsce parkingowe;2025;;Wawer;1
469;1060000;67.0;3;5;;balkon;;1986;do zamieszkania;Praga-Południe;16
470;1920000;83.0;4;1;1100;balkon, ogródek;garaż/miejsce parkingowe;2020;do zamieszkania;Bielany;7
471;1990000;100.19;4;2;1050;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Mokotów;2
472;1050000;65.2;3;7;;balkon;;1977;do wykończenia;Śródmieście;12
473;886279;51.23;2;0;;;;1962;do zamieszkania;Ochota;4
474;890000;65.0;3;8;930;balkon;;1985;do remontu;Bemowo;8
475;1399000;51.0;2;3;970;;;1930;do zamieszkania;Śródmieście;4
476;1397000;73.81;3;;1000;;garaż/miejsce parkingowe;2005;do zamieszkania;Ursynów;
477;760000;43.5;2;0;600;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Białołęka;5
478;925000;48.8;2;3;1090;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;Praga-Południe;3
479;660000;29.8;1;0;;ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
480;850000;45.46;2;2;657;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Praga-Południe;7
481;1120000;60.11;3;3;750;;garaż/miejsce parkingowe;2020;do zamieszkania;Targówek;3
482;1299000;39.03;2;6;;;;2024;do wykończenia;Wola;29
483;;155.39;3;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ochota;4
484;570000;31.0;2;10;600;;garaż/miejsce parkingowe;;;Mokotów;10
485;839000;47.17;2;8;;;;;;Ursynów;10
486;1640000;78.5;3;;;;;2009;;Ochota;
487;1900000;78.15;3;3;830;balkon, taras;garaż/miejsce parkingowe;2018;do zamieszkania;Praga-Południe;4
488;800000;39.5;2;;;;;1972;do zamieszkania;Śródmieście;
489;2885000;103.07;4;1;;balkon;garaż/miejsce parkingowe;2024;do zamieszkania;Wola;5
490;2885000;103.07;4;1;;balkon;garaż/miejsce parkingowe;2024;do zamieszkania;Wola;5
491;750000;52.45;2;5;1022;balkon;;1992;do zamieszkania;Praga-Południe;8
492;901000;53.88;2;1;;;garaż/miejsce parkingowe;;do wykończenia;Bielany;5
493;575000;36.0;2;0;600;;;1966;do remontu;Praga-Południe;4
494;760000;50.13;2;1;;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Białołęka;2
495;719000;30.0;1;3;550;balkon;;2019;do zamieszkania;Ochota;6
496;2100000;92.0;4;1;1140;balkon;;1932;do zamieszkania;Ochota;5
497;920000;55.0;2;3;970;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;Ursynów;17
498;3499000;116.55;4;3;;taras;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;5
499;1629000;76.2;4;;;;;2009;;Ochota;
500;710000;57.0;2;1;800;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;Białołęka;3
501;1107000;65.5;3;4;1000;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Ursynów;4
502;1300000;71.0;3;1;1000;balkon;;2016;do zamieszkania;Bemowo;3
503;1679000;84.4;4;0;920;balkon, ogródek, taras;garaż/miejsce parkingowe;2023;do zamieszkania;Bemowo;6
504;570000;44.4;2;5;485;balkon;;2004;do zamieszkania;Białołęka;9
505;1230000;43.0;2;4;;balkon, taras;garaż/miejsce parkingowe;2014;;Wola;5
506;720000;36.42;1;5;720;;;1913;do zamieszkania;Praga-Północ;5
507;777591;44.72;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
508;885000;45.29;2;2;780;balkon;;1964;do zamieszkania;Mokotów;3
509;789000;52.7;2;3;553;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;Ursus;4
510;899000;67.0;3;2;690;;garaż/miejsce parkingowe;2018;do zamieszkania;Białołęka;3
511;785000;32.0;2;2;800;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Mokotów;5
512;525000;40.0;2;0;490;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Białołęka;2
513;860000;65.63;3;4;1132;balkon;;1982;do zamieszkania;Bielany;6
514;2500000;92.0;3;2;;;;1930;;Mokotów;3
515;2200000;93.0;4;4;1500;;garaż/miejsce parkingowe;1930;do zamieszkania;Śródmieście;4
516;2760000;115.5;4;8;2000;balkon, taras;garaż/miejsce parkingowe;2018;do zamieszkania;Śródmieście;8
517;1310000;44.24;2;;650;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Mokotów;
518;455000;26.0;2;6;;balkon;;2024;do wykończenia;Ursus;7
519;895000;36.0;2;1;;;;2006;do zamieszkania;Mokotów;6
520;1320826;66.26;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Wilanów;4
521;579000;44.5;2;3;575;balkon;;2002;do zamieszkania;Białołęka;3
522;1885000;71.18;2;1;;balkon;;1912;do wykończenia;Śródmieście;5
523;670616;37.89;2;5;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Bemowo;5
524;780000;86.9;3;2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Wawer;2
525;;69.28;4;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Targówek;3
526;1245000;57.4;4;3;1100;;;1969;do remontu;Wola;16
527;660000;41.53;2;4;800;balkon;;1974;do wykończenia;Wola;10
528;899000;51.04;3;5;623;balkon;;1972;do zamieszkania;Bielany;10
529;799000;48.0;3;1;1000;balkon;garaż/miejsce parkingowe;1961;do zamieszkania;Wola;3
530;;115.74;2;3;;taras;garaż/miejsce parkingowe;;do wykończenia;Ochota;4
531;1332100;55.87;2;5;;;garaż/miejsce parkingowe;;do wykończenia;Mokotów;11
532;1142000;66.84;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Bielany;8
533;1558000;82.0;3;3;1400;balkon;garaż/miejsce parkingowe;1999;do zamieszkania;Wola;11
534;;64.0;4;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
535;930000;43.02;2;4;590;balkon, taras;garaż/miejsce parkingowe;2022;do zamieszkania;Praga-Południe;7
536;575000;36.0;2;0;600;;;1966;do remontu;Praga-Południe;4
537;3099000;122.2;5;2;1800;balkon;garaż/miejsce parkingowe;;;Praga-Południe;3
538;1140000;57.0;2;2;990;balkon;garaż/miejsce parkingowe;2011;do zamieszkania;Wilanów;4
539;3984000;166.8;5;4;;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;Bielany;5
540;869000;72.59;4;2;;balkon, ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Wesoła;2
541;1549000;63.16;2;3;840;balkon;garaż/miejsce parkingowe;1937;do zamieszkania;Śródmieście;4
542;;73.76;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Wilanów;4
543;;59.52;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
544;;57.91;3;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
545;;44.98;2;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
546;;57.61;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Rembertów;2
547;1524000;76.3;4;5;;taras;garaż/miejsce parkingowe;;do wykończenia;Bielany;5
548;;72.16;3;2;;balkon;;;do wykończenia;Targówek;2
549;;52.55;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
550;975000;59.8;3;3;650;balkon;;1978;do remontu;Śródmieście;11
551;1176000;48.0;2;6;770;;;2014;do zamieszkania;Żoliborz;6
552;575000;25.0;1;3;530;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Bielany;4
553;782000;46.0;3;2;;balkon;;1973;do zamieszkania;Praga-Północ;5
554;728000;48.0;2;8;1000;balkon;;1980;do wykończenia;Ursynów;10
555;950000;36.45;2;2;550;;garaż/miejsce parkingowe;1936;do zamieszkania;Mokotów;3
556;1950000;95.5;4;0;1300;;;1938;do remontu;Mokotów;4
557;;42.8;2;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
558;655555;34.27;2;1;550;;;;do zamieszkania;Wola;11
559;900689;43.81;2;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Wilanów;4
560;1044620;55.0;3;0;900;ogródek, taras;garaż/miejsce parkingowe;2016;do zamieszkania;Mokotów;3
561;556000;31.0;1;2;;;;;;Ursynów;6
562;696500;49.75;3;6;;balkon;garaż/miejsce parkingowe;2021;;Białołęka;8
563;;80.74;4;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Targówek;10
564;1149000;65.0;2;2;1020;;;1928;do zamieszkania;Praga-Północ;4
565;635000;42.56;3;3;55;balkon;;2024;do wykończenia;Wawer;3
566;659000;34.0;1;3;520;;;1960;do zamieszkania;Ochota;4
567;429000;25.0;1;5;;;;1973;do remontu;Targówek;10
568;730000;38.5;2;0;600;ogródek, taras;garaż/miejsce parkingowe;2016;;Praga-Południe;6
569;579000;31.06;1;;;;;1987;;Mokotów;
570;1699000;55.0;4;5;900;;;1938;do zamieszkania;Śródmieście;5
571;835000;58.4;2;2;;balkon;garaż/miejsce parkingowe;1999;do zamieszkania;Praga-Południe;5
572;550000;38.0;2;10;;balkon;;1976;do remontu;Targówek;10
573;549000;24.1;1;5;450;;garaż/miejsce parkingowe;1968;do zamieszkania;Praga-Północ;7
574;649000;38.08;2;2;700;;;1956;do remontu;Mokotów;3
575;1230000;103.3;5;3;1300;balkon;;1999;;Włochy;4
576;599000;36.3;2;9;490;;;1974;;Mokotów;10
577;4250000;420.0;więcej niż 10;;;;;;;Rembertów;
578;799000;44.0;2;;;balkon, taras;garaż/miejsce parkingowe;2000;;Ursynów;
579;1720000;93.1;3;1;;balkon;;1967;;Śródmieście;5
580;1099000;65.2;3;6;970;balkon;;2010;;Ursus;6
581;999000;63.07;3;0;;balkon, ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Włochy;3
582;659000;57.76;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
583;;48.28;3;0;;ogródek, taras;;2026;do wykończenia;Białołęka;2
584;;50.01;3;0;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;2
585;;60.29;3;1;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Bemowo;4
586;1033900;74.97;4;1;;;;;do wykończenia;Białołęka;8
587;571753;31.72;1;3;;;;;do wykończenia;Praga-Południe;3
588;593800;31.58;1;2;12;;garaż/miejsce parkingowe;2025;do wykończenia;Włochy;3
589;949000;117.2;5;0;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Białołęka;2
590;828564;62.77;3;1;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Białołęka;5
591;;51.91;1;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Wola;9
