id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;address
10089;1 149 000 zł;61,4 m²;2;5/12;;;;2005;;Wyględów, Mokotów, Warszawa, mazowieckie
10090;797 000 zł;55 m²;2;parter/10;640 zł;;garaż/miejsce parkingowe;1990;do zamieszkania;ul. Motorowa, Gocław, Praga-Południe, Warszawa, mazowieckie
10091;866 000 zł;83,55 m²;4;parter/2;;ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Czechowice, Ursus, Warszawa, mazowieckie
10092;1 735 000 zł;71,63 m²;3;5/5;;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;ul. Kaliny Jędrusik, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie
10093;899 000 zł;72,13 m²;3;parter/4;750 zł;balkon;garaż/miejsce parkingowe;2023;do wykończenia;ul. Tużycka 29, Zacisze, Targówek, Warszawa, mazowieckie
10094;1 266 100 zł;90,5 m²;3;1/3;;;garaż/miejsce parkingowe;brak informacji;do zamieszkania;Górce, Bemowo, Warszawa, mazowieckie
10095;1 098 000 zł;40,34 m²;1;4/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie
10096;Zapytaj o cenę;113,36 m²;4;2/5;;;garaż/miejsce parkingowe;;do wykończenia;ul. Olesińska, Stary Mokotów, Mokotów, Warszawa, mazowieckie
10098;3 350 000 zł;160 m²;4;3/4;2 430 zł;balkon, taras;garaż/miejsce parkingowe;2007;do zamieszkania;ul. Tawerny, Wyględów, Mokotów, Warszawa, mazowieckie
10099;1 350 000 zł;72,44 m²;3;;800 zł;;garaż/miejsce parkingowe;2019;do zamieszkania;Okęcie, Włochy, Warszawa, mazowieckie
10100;1 300 000 zł;110 m²;4;2/8;;balkon;garaż/miejsce parkingowe;2004;;ul. Myśliborska, Tarchomin, Białołęka, Warszawa, mazowieckie
10101;1 189 000 zł;62,58 m²;3;3/3;925 zł;;;1983;do zamieszkania;ul. Lasek Brzozowy 9, Natolin, Ursynów, Warszawa, mazowieckie
10102;759 000 zł;39,7 m²;2;3/3;680 zł;;;1970;do zamieszkania;"ul. Pułku AK ""Baszta"", Wierzbno, Mokotów, Warszawa, mazowieckie"
10103;1 139 000 zł;59,41 m²;3;1/6;700 zł;balkon;;2022;do zamieszkania;ul. Bokserska 71a, Służew, Mokotów, Warszawa, mazowieckie
10104;Zapytaj o cenę;34,8 m²;1;2/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Mariana Hemara, Brzeziny, Białołęka, Warszawa, mazowieckie
10105;1 470 000 zł;135 m²;8;4/9;1 700 zł;balkon;garaż/miejsce parkingowe;2007;do remontu;al. Aleja Stanów Zjednoczonych, Grochów, Praga-Południe, Warszawa, mazowieckie
10106;Zapytaj o cenę;60,48 m²;3;2/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie
10107;649 000 zł;50,39 m²;2;1/4;570 zł;balkon;;2002;do zamieszkania;ul. Światowida, Nowodwory, Białołęka, Warszawa, mazowieckie
10108;Zapytaj o cenę;44,78 m²;2;5/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Rawska, Skorosze, Ursus, Warszawa, mazowieckie
10110;486 000 zł;27 m²;1;2/10;292,20 zł;;;1970;;ul. Władysława Broniewskiego, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie
10111;1 168 000 zł;68,71 m²;3;3/6;993 zł;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;Skorosze, Ursus, Warszawa, mazowieckie
10112;537 000 zł;37,1 m²;1;parter/3;712 zł;;garaż/miejsce parkingowe;1999;do zamieszkania;ul. Aleksandra Kamińskiego, Tarchomin, Białołęka, Warszawa, mazowieckie
10113;807 636 zł;36,38 m²;2;3/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie
10114;1 020 900 zł;41 m²;2;3/6;570 zł;;;1870;do zamieszkania;ul. Złota, Mirów, Wola, Warszawa, mazowieckie
10115;1 239 000 zł;70,8 m²;3;4/7;1 048,45 zł;taras;garaż/miejsce parkingowe;2014;do zamieszkania;Gocław, Praga-Południe, Warszawa, mazowieckie
10116;1 897 000 zł;78,9 m²;3;2/5;1 200 zł;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Stary Żoliborz, Żoliborz, Warszawa, mazowieckie
10117;675 000 zł;50,08 m²;2;7/8;600 zł;balkon, taras;garaż/miejsce parkingowe;2002;do zamieszkania;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie
10118;691 831 zł;45,22 m²;2;5/7;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Bródno, Targówek, Warszawa, mazowieckie
10119;Zapytaj o cenę;68,94 m²;4;5/7;;;garaż/miejsce parkingowe;2025;do wykończenia;ul. Sprzeczna, Stara Praga, Praga-Północ, Warszawa, mazowieckie
10120;999 000 zł;106,77 m²;5;parter/1;;balkon, ogródek;garaż/miejsce parkingowe;1936;do remontu;ul. Henryka Opieńskiego, Skorosze, Ursus, Warszawa, mazowieckie
10121;1 699 000 zł;99,26 m²;3;parter/4;1 800 zł;ogródek;garaż/miejsce parkingowe;2008;do wykończenia;ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
10122;917 000 zł;83,55 m²;4;parter/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Czechowice, Ursus, Warszawa, mazowieckie
10123;905 900 zł;57,65 m²;3;parter/7;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Fajansowa, Raków, Włochy, Warszawa, mazowieckie
10124;682 324 zł;44,89 m²;2;5/7;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Bródno, Targówek, Warszawa, mazowieckie
10125;728 312 zł;38,74 m²;2;3/5;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Górce, Bemowo, Warszawa, mazowieckie
10126;575 000 zł;39 m²;2;2/10;650 zł;balkon;garaż/miejsce parkingowe;1980;do zamieszkania;Warszawa, Ursus, Niedzwiadek, Niedźwiadek, Ursus, Warszawa, mazowieckie
10127;Zapytaj o cenę;70,27 m²;3;1/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie
10128;750 000 zł;53,5 m²;3;10/10;;balkon;garaż/miejsce parkingowe;brak informacji;do zamieszkania;Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie
10129;920 000 zł;54,9 m²;2;parter/4;;ogródek, taras;garaż/miejsce parkingowe;2013;do zamieszkania;ul. Nasielska, Grochów, Praga-Południe, Warszawa, mazowieckie
10130;669 000 zł;56 m²;3;1/3;;balkon;garaż/miejsce parkingowe;2013;do wykończenia;ul. Giuseppe Verdiego, Kobiałka, Białołęka, Warszawa, mazowieckie
10131;1 104 275 zł;52,25 m²;3;3/5;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie
10132;Zapytaj o cenę;54,32 m²;3;6/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie
10133;999 000 zł;52 m²;2;2/6;1 160 zł;;garaż/miejsce parkingowe;2001;do zamieszkania;ul. Libijska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
10134;Zapytaj o cenę;55,44 m²;3;4/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Rawska, Skorosze, Ursus, Warszawa, mazowieckie
10135;864 000 zł;64 m²;3;2/7;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Bródno, Targówek, Warszawa, mazowieckie
10136;1 295 000 zł;72 m²;2;3/8;1 060 zł;;garaż/miejsce parkingowe;2006;do zamieszkania;ul. Alternatywy, Stary Imielin, Ursynów, Warszawa, mazowieckie
10137;Zapytaj o cenę;54,28 m²;3;3/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Mariana Hemara, Brzeziny, Białołęka, Warszawa, mazowieckie
10139;1 030 000 zł;70,47 m²;3;1/2;;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;ul. Ostródzka, Brzeziny, Białołęka, Warszawa, mazowieckie
10140;810 000 zł;56,2 m²;3;2/12;608 zł;balkon;;1976;do remontu;ul. Kartaginy 1, Stegny, Mokotów, Warszawa, mazowieckie
10141;1 500 000 zł;79,5 m²;3;2/4;;balkon;garaż/miejsce parkingowe;1999;;ul. Racławicka, Wyględów, Mokotów, Warszawa, mazowieckie
10142;1 600 000 zł;76 m²;3;4/5;;;;1936;do remontu;Stary Mokotów, Mokotów, Warszawa, mazowieckie
10143;839 000 zł;47,2 m²;3;3/3;;balkon;garaż/miejsce parkingowe;1972;;Rakowiec, Ochota, Warszawa, mazowieckie
10144;690 000 zł;49 m²;3;9/10;630 zł;balkon;garaż/miejsce parkingowe;1970;do zamieszkania;ul. Bazyliańska, Bródno, Targówek, Warszawa, mazowieckie
10145;950 000 zł;44,07 m²;2;1/10;800 zł;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Skierniewicka, Czyste, Wola, Warszawa, mazowieckie
10146;945 000 zł;56,4 m²;4;1/3;800 zł;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;ul. Władysława Jagiełły, Niedźwiadek, Ursus, Warszawa, mazowieckie
10147;839 000 zł;50,63 m²;2;1/3;700 zł;balkon;;1985;do zamieszkania;ul. Widawska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
10148;1 198 000 zł;79 m²;4;2/3;1 200 zł;;;1984;do remontu;ul. Lasek Brzozowy, Natolin, Ursynów, Warszawa, mazowieckie
10149;799 000 zł;72,45 m²;3;2/7;950 zł;;;1982;do zamieszkania;ul. Orlich Gniazd, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
10150;Zapytaj o cenę;48,25 m²;2;2/7;;;garaż/miejsce parkingowe;;do wykończenia;ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie
10151;Zapytaj o cenę;71,33 m²;3;5/8;;;garaż/miejsce parkingowe;;do wykończenia;ul. Żytomierska, Bródno, Targówek, Warszawa, mazowieckie
10152;Zapytaj o cenę;49 m²;3;5/8;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Dionizosa, Nowodwory, Białołęka, Warszawa, mazowieckie
10153;Zapytaj o cenę;25,21 m²;1;1/5;;balkon;;;do wykończenia;ul. Skaryszewska, Kamionek, Praga-Południe, Warszawa, mazowieckie
